6.10354,6.07796,6.09360,6.09360,6.11346,6.08430,6.06637,6.06245,6.09186,6.14020,6.18080,6.18080,6.34677,6.41261,6.45807,6.46782,6.44078,6.42999,6.42999,6.42040,6.33713,6.25313,6.24651,6.32653,6.37382,6.40942,6.40942,6.39281,6.34669,6.39189,6.48192,6.50101,6.38001,6.20995,6.20995,6.12755,6.06290,5.98480,5.93730,5.93483,5.93905,5.93905,5.95394,5.92179,5.89396,5.90779,5.92074,5.92553,5.93528,5.93528
6.10777,6.08033,6.06859,6.06859,6.07076,6.06434,6.07934,6.12063,6.15047,6.19399,6.25299,6.25299,6.39504,6.41681,6.45209,6.50861,6.54265,6.51498,6.51498,6.46575,6.29696,6.28421,6.32089,6.40680,6.45720,6.52412,6.52412,6.44083,6.38079,6.38936,6.42764,6.37159,6.38001,6.20995,6.20995,6.01632,5.98115,5.95134,5.92467,5.93153,5.94168,5.94168,5.93521,5.89034,5.87570,5.90424,5.92743,5.93599,5.94527,5.94527
6.11376,6.09703,6.08974,6.08974,6.06489,6.07199,6.13622,6.21952,6.22383,6.21119,6.21119,6.24734,6.34467,6.35220,6.39844,6.47192,6.62868,6.66507,6.66507,6.56058,6.39657,6.44419,6.50033,6.54987,6.59987,6.65635,6.65635,6.54307,6.38079,6.38936,6.42764,6.37159,6.24651,6.24651,6.14396,6.01442,6.00422,5.98773,5.97203,5.97644,5.97566,5.97566,5.93247,5.89983,5.88711,5.90104,5.92201,5.94272,5.95647,5.95647
6.10833,6.11622,6.12188,6.12188,6.08847,6.11969,6.21154,6.29091,6.25870,6.22449,6.22449,6.24726,6.28416,6.33789,6.42780,6.53547,6.65390,6.70029,6.70029,6.57622,6.57834,6.63368,6.64676,6.63465,6.59987,6.65635,6.65635,6.54307,6.40083,6.32936,6.32250,6.28913,6.20536,6.20536,6.13476,6.00180,6.01151,6.02236,6.00821,5.99207,5.99790,5.99790,5.94575,5.91007,5.89160,5.89433,5.91153,5.93273,5.93273,5.94721
6.11359,6.13845,6.15835,6.15835,6.13820,6.17448,6.28450,6.37258,6.35400,6.32852,6.32852,6.31746,6.34715,6.43370,6.51770,6.60707,6.66711,6.70064,6.70064,6.69959,6.67097,6.63368,6.64676,6.63465,6.61847,6.61847,6.60669,6.36477,6.22860,6.18080,6.21840,6.26592,6.30149,6.30149,6.24927,5.99918,5.97525,5.99107,6.01270,6.02717,6.03262,6.03262,5.97094,5.91711,5.89136,5.88808,5.90105,5.92345,5.92345,5.93025
6.22476,6.23015,6.23015,6.23760,6.24127,6.19880,6.28669,6.35951,6.37597,6.39983,6.39983,6.40438,6.44352,6.50596,6.56453,6.63989,6.69949,6.70064,6.70064,6.69959,6.67097,6.65590,6.62482,6.55089,6.42979,6.42979,6.33897,6.14439,6.08271,6.08401,6.18032,6.28825,6.36263,6.36263,6.14908,5.98705,5.92968,5.94564,5.97802,6.01017,6.01017,6.02360,5.96720,5.91760,5.89136,5.88880,5.89480,5.91225,5.91225,5.92720
6.31762,6.41971,6.41971,6.48961,6.33413,6.25566,6.27568,6.33000,6.37997,6.43353,6.43353,6.44923,6.45622,6.45475,6.56453,6.63989,6.69949,6.69949,6.70640,6.69816,6.62021,6.52860,6.43897,6.30072,6.15555,6.15555,6.07569,6.01268,5.99904,6.02261,6.17970,6.33813,6.38676,6.38676,6.09183,5.94308,5.89566,5.92233,5.95920,5.98393,5.98393,5.99314,5.94201,5.91056,5.89232,5.88880,5.89552,5.90600,5.90600,5.92672
6.34051,6.41341,6.41341,6.47598,6.40685,6.29785,6.26834,6.30808,6.36071,6.36071,6.43353,6.44923,6.45622,6.45475,6.50420,6.59019,6.65794,6.65794,6.65252,6.50999,6.39267,6.27254,6.17120,6.05487,5.96698,5.96698,5.94863,5.96180,5.97362,6.00161,6.10970,6.26984,6.26984,6.28058,5.94039,5.85581,5.86323,5.91119,5.94416,5.95793,5.95793,5.95642,5.90682,5.89281,5.88952,5.88928,5.89552,5.91223,5.91223,5.93672
6.32103,6.37737,6.37737,6.55078,6.49586,6.36775,6.26834,6.30808,6.36071,6.36071,6.40736,6.42626,6.42978,6.43409,6.45779,6.48255,6.50714,6.50714,6.48852,6.25357,6.14381,6.05619,5.96115,5.91333,5.90909,5.90909,5.92034,5.94824,5.97319,5.98289,6.02366,6.09550,6.09550,6.08020,5.85101,5.84170,5.86702,5.89872,5.92393,5.93169,5.93169,5.90154,5.88234,5.88000,5.87928,5.88480,5.90224,5.90224,5.91648,5.93672
6.31998,6.35177,6.37737,6.55078,6.49586,6.36775,6.30384,6.31439,6.35279,6.35279,6.40381,6.42272,6.42400,6.42864,6.40843,6.36680,6.32206,6.32206,6.17378,6.04570,5.98429,5.95704,5.91389,5.89042,5.89042,5.89913,5.98089,6.01961,6.04601,6.03508,5.99221,5.99282,5.99282,5.98881,5.87567,5.87924,5.88550,5.89600,5.90673,5.91121,5.88378,5.87377,5.86881,5.87624,5.87976,5.88480,5.90224,5.90224,5.91648,5.93744
6.31998,6.35177,6.35177,6.56665,6.56761,6.43855,6.32843,6.30786,6.35693,6.35693,6.45205,6.51064,6.42937,6.38107,6.34317,6.27207,6.20457,6.20457,6.07416,6.03457,6.00847,5.97695,5.93383,5.90823,5.90823,5.93421,6.13168,6.21868,6.22624,6.15783,6.07411,6.03006,6.03006,5.94344,5.93123,5.92292,5.88778,5.87283,5.86954,5.86954,5.87073,5.85881,5.86624,5.86976,5.87552,5.88528,5.90224,5.90224,5.91648,5.93048
6.35899,6.35899,6.40417,6.66423,6.62604,6.43490,6.32398,6.30282,6.33664,6.33664,6.56119,6.55316,6.48317,6.40751,6.33657,6.27904,6.27904,6.23143,6.11526,6.06902,6.03103,6.00271,5.96286,5.94637,5.94637,6.01608,6.34433,6.41117,6.39929,6.32396,6.21080,6.13297,6.13297,5.94743,5.88229,5.86732,5.85284,5.84954,5.85002,5.85002,5.84930,5.86048,5.85928,5.86552,5.87600,5.88600,5.90224,5.90224,5.92672,5.93048
6.42944,6.42944,6.47487,6.69815,6.64824,6.48547,6.37433,6.33223,6.33432,6.33432,6.49706,6.53799,6.52653,6.47756,6.39525,6.32182,6.32182,6.26950,6.16373,6.11094,6.04608,5.99937,5.97248,5.98868,5.98868,6.31951,6.52283,6.56026,6.53173,6.58464,6.46667,6.46667,6.28794,5.92648,5.84982,5.82565,5.81836,5.82554,5.83673,5.83673,5.83977,5.84977,5.85928,5.86552,5.87600,5.88600,5.89600,5.89600,5.91673,5.92121
6.46723,6.46723,6.61566,6.81268,6.80537,6.63817,6.47950,6.38248,6.33027,6.33027,6.39215,6.47586,6.52423,6.51989,6.44262,6.34336,6.34336,6.27041,6.19574,6.16652,6.08686,6.03606,6.05721,6.12979,6.12979,6.80123,6.94593,6.84008,6.67266,6.55143,6.39715,6.39715,6.19128,5.88784,5.81502,5.78445,5.78387,5.80225,5.81649,5.83673,5.84625,5.84977,5.85624,5.85976,5.86553,5.87529,5.89224,5.89224,5.91672,5.92120
6.48869,6.48869,6.62506,6.84667,6.90676,6.77777,6.56682,6.36923,6.36923,6.25493,6.24556,6.33354,6.41144,6.40392,6.30219,6.22434,6.22434,6.20650,6.20639,6.18295,6.14476,6.17420,6.60362,6.60362,6.76207,7.06710,7.10450,6.88922,6.62132,6.40683,6.22053,6.22053,6.04123,5.85541,5.80315,5.78445,5.78387,5.80225,5.81649,5.81649,5.83601,5.84672,5.84976,5.85624,5.85976,5.86553,5.86553,5.87529,5.90721,5.91049
