5.49884,5.24757,5.17448,5.23525,5.27366,5.27344,5.27344,5.30259,5.39070,5.49483,5.57144,5.57721,5.55501,5.56066,5.56066,5.76132,5.91883,5.99332,5.96493,5.73131,5.60943,5.60943,5.53730,5.44968,5.43162,5.44218,5.39148,5.28835,5.19869,5.19869,5.28612,5.36971,5.40766,5.40417,5.50286,5.54883,5.59040,5.59040,5.66468,5.75304,5.87526,5.91068,5.82551,5.73692,5.73692,5.65897,5.60333,5.62437,5.62637,5.54545,5.44961,5.44052,5.44052,5.42406,5.46439,5.57444,5.71858,5.82333,5.82139,5.82139,5.76821,5.82643,5.81793,5.89127,6.00966,6.09352,6.11177,6.11177,5.95475,5.88294,5.84051,5.78931,5.74497,5.71337,5.71337,5.64397,5.64426,5.66672,5.68221,5.69573,5.71437,5.70703,5.70703,5.72241,5.70754,5.71282,5.70809,5.72104,5.74200,5.74200,5.76272,5.78673,5.78977,5.79624,5.80048,5.80000,5.80001,5.80001,5.80072,5.78401,5.77401,5.76472,5.74920,5.72177,5.69538,5.69538,5.71008,5.74735,5.75016,5.73352,5.72329,5.71809,5.71809,5.73176,5.74976,5.75625,5.75977,5.76553,5.77672,5.78048,5.78048,5.77928,5.79032,5.82039,5.82518,5.81951,5.81999,5.81999,5.82071,5.80880,5.81696,5.81496,5.80400,5.79400,5.78472,5.78472,5.74728,5.73280,5.72808,5.73888,5.77928,5.82665,5.82665,5.84819,5.87356,5.89582,5.97871,6.09823,6.14350,6.05735
5.40239,5.12901,5.05447,5.11021,5.19295,5.26411,5.26411,5.31682,5.35985,5.39932,5.44670,5.46750,5.47461,5.49276,5.49276,5.63756,5.76324,5.78037,5.70286,5.62693,5.56072,5.56072,5.52539,5.52265,5.52608,5.51203,5.46325,5.36017,5.28805,5.28805,5.28612,5.36971,5.40766,5.51334,5.62644,5.65228,5.65228,5.65738,5.77565,5.84214,5.91506,5.90481,5.79040,5.69855,5.69855,5.64302,5.63326,5.63239,5.61011,5.54587,5.50342,5.50342,5.51026,5.40956,5.40533,5.52190,5.67659,5.74643,5.74120,5.74120,5.70823,5.71067,5.70946,5.78860,5.94080,6.04728,6.04728,6.04924,5.89163,5.84794,5.78109,5.72053,5.72154,5.66390,5.66390,5.56250,5.62751,5.70051,5.72835,5.73668,5.74333,5.71433,5.70703,5.72241,5.70754,5.69906,5.69929,5.70481,5.72153,5.72153,5.74201,5.77025,5.77553,5.78672,5.78977,5.79624,5.80120,5.80120,5.78329,5.78024,5.77520,5.75849,5.73801,5.71873,5.71873,5.68961,5.71183,5.76453,5.76919,5.76814,5.74623,5.71969,5.71969,5.75215,5.74377,5.73881,5.74553,5.75528,5.77296,5.76968,5.78072,5.79527,5.81151,5.83343,5.84095,5.83999,5.83999,5.83999,5.84071,5.82327,5.81952,5.82072,5.80400,5.79400,5.78472,5.78472,5.75424,5.73632,5.73384,5.75007,5.78447,5.81440,5.81440,5.82098,5.84905,5.88753,5.92979,5.97599,6.00807,5.97764
5.27016,5.08026,5.04180,5.05899,5.11913,5.20445,5.20445,5.29875,5.30348,5.35815,5.38626,5.43924,5.48371,5.48371,5.52658,5.69869,5.81764,5.82284,5.74706,5.68903,5.63781,5.63781,5.60580,5.59642,5.59994,5.54249,5.46325,5.36017,5.28805,5.28805,5.47774,5.54069,5.57598,5.65262,5.74551,5.76340,5.76340,5.72380,5.89242,5.97394,5.96341,5.88845,5.79244,5.73288,5.73288,5.69140,5.66646,5.63705,5.61872,5.58886,5.59240,5.59240,5.59345,5.46295,5.43159,5.47721,5.56812,5.61545,5.63496,5.63496,5.63016,5.64988,5.68137,5.79296,6.04423,6.09692,6.09692,6.02987,5.86884,5.81596,5.73726,5.70978,5.68891,5.57683,5.57683,5.48908,5.65048,5.76199,5.72835,5.73668,5.74333,5.71433,5.71433,5.70497,5.69330,5.68809,5.70103,5.72341,5.73023,5.73023,5.73624,5.74482,5.76225,5.77648,5.78672,5.79120,5.78377,5.78377,5.78072,5.77449,5.76401,5.75400,5.74544,5.72224,5.72224,5.69464,5.76682,5.87086,5.90637,5.88840,5.80902,5.73737,5.73737,5.76087,5.73729,5.70938,5.69571,5.72208,5.76688,5.76688,5.78048,5.81199,5.83271,5.84647,5.85671,5.86047,5.85999,5.85999,5.85447,5.82327,5.81952,5.82072,5.81447,5.80471,5.78776,5.78776,5.75704,5.74903,5.74855,5.75959,5.79375,5.82990,5.82990,5.84838,5.87549,5.91390,5.93056,5.96449,5.99153,6.01583
5.15453,5.04883,5.05622,5.06047,5.05142,5.13055,5.13055,5.21434,5.23896,5.31445,5.37830,5.46113,5.53160,5.53160,5.58329,5.76349,5.90201,5.90130,5.81608,5.75831,5.71477,5.71477,5.59202,5.59642,5.59994,5.54249,5.48626,5.42223,5.42223,5.40376,5.65767,5.70974,5.74814,5.80463,5.87783,5.89291,5.89291,5.85519,6.01057,6.07381,6.00336,5.90891,5.84423,5.83880,5.83880,5.75701,5.72621,5.69005,5.67300,5.66250,5.66713,5.66713,5.65939,5.58960,5.52132,5.48058,5.45140,5.42195,5.45230,5.45230,5.67070,5.82787,5.94650,6.06638,6.14902,6.15012,6.15012,6.08318,5.84901,5.79739,5.76511,5.76907,5.68491,5.51091,5.57683,5.48908,5.65048,5.76199,5.77780,5.76327,5.76310,5.76310,5.72952,5.69329,5.68881,5.69192,5.73427,5.79400,5.81448,5.81448,5.74594,5.73865,5.76199,5.78271,5.79791,5.79568,5.79568,5.77777,5.77272,5.77544,5.76400,5.75400,5.74400,5.73471,5.73471,5.71127,5.86694,5.99692,6.02079,5.96828,5.88189,5.77065,5.86100,5.86808,5.80190,5.71922,5.68322,5.68866,5.72522,5.72522,5.74602,5.79801,5.82872,5.85319,5.86575,5.86047,5.85999,5.85999,5.85447,5.84399,5.83399,5.82400,5.81400,5.80400,5.80400,5.79472,5.76352,5.75256,5.75432,5.76935,5.80926,5.85517,5.85517,5.89923,5.91940,5.92519,5.91665,5.94281,5.97274,5.97274
5.05432,5.10423,5.11754,5.24029,5.21649,5.21649,5.20901,5.20713,5.22847,5.30515,5.36277,5.43373,5.50741,5.50741,5.56022,5.82921,5.96714,5.93600,5.81608,5.75831,5.71477,5.71477,5.65197,5.62344,5.58532,5.48979,5.43424,5.47185,5.47185,5.53705,5.77589,5.86493,5.92772,5.97406,6.02224,6.05136,6.05136,6.01686,6.06426,6.07304,5.96968,5.89652,5.87535,5.87535,5.87525,5.83149,5.78366,5.77969,5.77512,5.75697,5.75041,5.75041,5.70213,5.64662,5.56816,5.46838,5.38378,5.31865,5.31865,5.40327,5.75550,5.92942,6.07429,6.16284,6.19412,6.15545,6.15545,6.05046,5.84523,5.80960,5.79375,5.76907,5.68491,5.51091,5.51091,5.50243,5.71467,5.81616,5.80391,5.78303,5.77687,5.77687,5.73905,5.70328,5.69592,5.72540,5.79864,5.86567,5.87682,5.87682,5.82971,5.79365,5.80077,5.81646,5.82670,5.83261,5.83261,5.81342,5.77552,5.77568,5.75777,5.74353,5.73401,5.72113,5.72113,5.81066,5.94271,6.02955,6.01575,6.04220,6.01356,6.01356,5.95155,5.90086,5.85949,5.76208,5.68282,5.67098,5.70329,5.70329,5.73848,5.79176,5.82872,5.85319,5.86575,5.88295,5.89166,5.89166,5.87471,5.85775,5.84423,5.82776,5.81352,5.80400,5.80400,5.79400,5.77399,5.76256,5.76431,5.77863,5.82550,5.87566,5.87566,5.92694,5.93743,5.93280,5.94127,5.95575,5.96649,5.96649
5.04853,5.29126,5.30906,5.30012,5.27174,5.27174,5.24751,5.22646,5.27736,5.37492,5.41881,5.43559,5.47687,5.47687,5.66864,5.82921,5.96714,5.93600,5.85834,5.80304,5.75504,5.75504,5.65108,5.59558,5.54503,5.48045,5.44226,5.51855,5.51855,5.61691,5.86199,5.98510,6.06064,6.09451,6.10712,6.11114,6.11114,6.05871,6.00895,5.92871,5.86108,5.84117,5.84578,5.84578,5.85337,5.76377,5.74005,5.77183,5.82234,5.85430,5.80702,5.80702,5.36834,5.33873,5.31587,5.28903,5.31087,5.35227,5.35227,5.46293,5.81737,5.94688,6.00882,6.09410,6.14825,6.08679,6.08679,5.92302,5.84523,5.80960,5.79375,5.78999,5.67045,5.67045,5.45356,5.62033,5.76607,5.83636,5.83038,5.80799,5.79088,5.79088,5.74234,5.70256,5.70144,5.74069,5.83377,5.88724,5.89239,5.89239,5.85175,5.82391,5.83558,5.86796,5.89939,5.92050,5.92050,5.89835,5.81670,5.76834,5.73586,5.72354,5.71402,5.70042,5.70042,5.74657,5.78331,5.88705,6.00094,6.04391,6.08378,6.08378,6.02756,5.90057,5.87344,5.83452,5.74662,5.68984,5.70329,5.70329,5.76872,5.79176,5.81824,5.84176,5.86752,5.89943,5.89943,5.91910,5.88799,5.86800,5.84800,5.82728,5.81352,5.80328,5.80328,5.78824,5.77280,5.76880,5.77479,5.79007,5.82519,5.82519,5.84674,5.88059,5.91665,5.92424,5.93057,5.95488,5.94274,5.94274
5.24570,5.31428,5.31000,5.31215,5.29200,5.29200,5.27376,5.26269,5.31784,5.41638,5.44636,5.43559,5.47687,5.47687,5.67830,5.84923,5.99820,5.99156,5.90275,5.81437,5.81437,5.74190,5.63094,5.60377,5.57599,5.54341,5.55191,5.61692,5.61692,5.78452,5.92074,6.02941,6.08994,6.09640,6.08331,6.08331,6.08171,5.98098,5.86633,5.78719,5.77200,5.79155,5.81274,5.81274,5.83369,5.69641,5.62717,5.61805,5.71444,5.49164,5.49164,5.41867,5.29033,5.28988,5.30360,5.33227,5.43688,5.54498,5.54498,5.63429,5.91824,5.97347,5.98002,6.09410,6.14825,6.08679,6.08679,5.87351,5.82243,5.80113,5.80863,5.79920,5.66182,5.66182,5.45192,5.67941,5.79066,5.84445,5.84111,5.81177,5.78969,5.78969,5.72208,5.71327,5.70664,5.72992,5.79345,5.84138,5.84138,5.85842,5.83778,5.81705,5.86365,5.94865,6.02958,6.04248,6.04248,5.85506,5.76102,5.71325,5.70906,5.70744,5.70353,5.70353,5.70360,5.75799,5.78080,5.87750,5.97343,6.05805,6.11037,6.11037,6.08908,5.89810,5.87344,5.83452,5.74662,5.68984,5.71183,5.71183,5.77943,5.79624,5.81080,5.83680,5.87136,5.93557,5.93557,5.96621,5.90080,5.87824,5.85176,5.82680,5.81352,5.80400,5.80400,5.78329,5.77952,5.77999,5.77856,5.79176,5.80865,5.80865,5.79947,5.76193,5.83245,5.87195,5.89426,5.91962,5.90514,5.90514
5.27990,5.24938,5.25531,5.27154,5.28911,5.28911,5.33903,5.26269,5.31784,5.41638,5.44636,5.45462,5.49540,5.49540,5.70749,5.86133,6.01109,6.03699,5.96608,5.86475,5.86475,5.75814,5.61677,5.61336,5.63146,5.65190,5.66686,5.73554,5.73554,5.85373,5.95151,6.01645,6.02573,5.95856,5.93111,5.93111,5.95953,5.80084,5.72439,5.69857,5.72163,5.76544,5.79296,5.79296,5.76652,5.53171,5.35678,5.24310,5.27456,5.33985,5.33985,5.27271,5.39514,5.44640,5.44844,5.52221,5.69202,5.81539,5.81539,5.78348,5.91824,5.97347,5.98002,5.98968,6.03247,5.99232,5.99232,5.82598,5.79587,5.78210,5.79081,5.75621,5.64781,5.64781,5.46478,5.69712,5.79940,5.83727,5.83209,5.78788,5.77122,5.77122,5.71905,5.70753,5.69905,5.69499,5.74082,5.79761,5.79761,5.81746,5.83384,5.85964,5.92674,6.00387,6.06740,6.06822,6.06822,5.78796,5.72570,5.70208,5.69328,5.69025,5.68090,5.68090,5.70160,5.78397,5.82252,5.87647,5.91995,6.00913,6.06921,6.11037,5.97936,5.89810,5.89215,5.92561,5.87736,5.81904,5.81904,5.78979,5.79871,5.81071,5.81336,5.84039,5.89982,5.98396,5.98396,6.01189,5.91432,5.88152,5.85128,5.82608,5.81976,5.81447,5.81447,5.79327,5.79023,5.78376,5.77952,5.78001,5.78074,5.78074,5.77450,5.77199,5.77955,5.78749,5.84467,5.79413,5.77636,5.77636
5.21302,5.18028,5.18053,5.27154,5.28911,5.28911,5.35727,5.34108,5.35532,5.39423,5.42703,5.46900,5.46900,5.51635,5.74067,5.89675,6.03293,6.06899,6.00921,5.88463,5.88463,5.77630,5.67615,5.65878,5.71550,5.72865,5.72763,5.84080,5.84080,5.90074,5.94725,5.94430,5.88216,5.82135,5.81107,5.81107,5.79096,5.66278,5.63353,5.64348,5.69599,5.65504,5.71236,5.71236,5.48500,5.29325,5.20752,5.19524,5.21708,5.30407,5.30407,5.40049,5.68089,5.70322,5.64771,5.73738,5.69202,5.81539,5.81539,5.95661,6.00638,5.99591,5.97154,5.95164,5.96229,5.96229,5.90944,5.78492,5.77426,5.75994,5.72774,5.68127,5.63099,5.63099,5.53469,5.68267,5.75504,5.78635,5.78212,5.73574,5.73574,5.73850,5.71377,5.69633,5.69384,5.71006,5.74374,5.77848,5.77848,5.81015,5.84686,5.90547,5.96812,6.01158,5.95270,5.95270,5.89456,5.77330,5.71810,5.67963,5.66306,5.65259,5.65002,5.65002,5.70534,5.83539,5.87467,5.87647,5.91995,6.00913,6.06921,6.06921,5.99649,5.92376,5.91023,5.95309,5.96418,5.91730,5.91730,5.83862,5.80919,5.80824,5.80241,5.82609,5.92725,6.03827,6.03827,5.96281,5.89194,5.86082,5.83681,5.82208,5.82504,5.82504,5.83742,5.81775,5.80423,5.78776,5.77281,5.77025,5.76377,5.76377,5.75856,5.76744,5.76568,5.74632,5.74602,5.74571,5.74571,5.72995
5.17679,5.18028,5.18053,5.23318,5.33541,5.33541,5.39221,5.40786,5.40421,5.39449,5.43932,5.50640,5.50640,5.56233,5.78316,5.92053,6.03784,6.08532,6.05167,5.94802,5.94802,5.80724,5.77139,5.71208,5.73285,5.77793,5.81606,5.81606,5.89702,5.96074,5.93650,5.84750,5.78803,5.76830,5.74615,5.74615,5.63378,5.67462,5.66900,5.67573,5.62374,5.55939,5.55939,5.50899,5.26522,5.15689,5.21405,5.34134,5.40070,5.49492,5.49492,5.61457,5.68089,5.70322,5.64771,5.73738,5.90814,5.99413,5.99413,5.98797,5.99664,5.97922,5.95323,5.91652,5.87752,5.87752,5.82433,5.75243,5.77439,5.77135,5.73697,5.69672,5.65480,5.65480,5.54711,5.62513,5.66661,5.66409,5.66369,5.68635,5.68635,5.72639,5.74981,5.71784,5.70863,5.73198,5.75271,5.76648,5.76648,5.77883,5.89137,5.98834,6.00383,5.98968,5.96536,5.96536,5.91136,5.75739,5.71481,5.68081,5.65681,5.63849,5.66974,5.65002,5.78459,5.83539,5.87467,5.90701,5.94613,6.02853,6.06647,6.06647,6.00840,6.01170,6.01393,6.01787,6.00677,5.95207,5.95207,5.85856,5.76267,5.77458,5.79200,5.86517,5.98675,6.06429,6.06429,5.92548,5.85108,5.84353,5.83256,5.83431,5.85222,5.85222,5.86790,5.84295,5.81200,5.78057,5.76305,5.75329,5.74001,5.74001,5.74624,5.75049,5.75217,5.73057,5.72553,5.72569,5.72569,5.70921
